index,sex,mstatus,age,children,occupation,education,income,avbal,avtrans,decision
468.333695,F,single,21.227995,0.024119,legal,tertiary,6921.898154,26389.505503,2727.585764,B
437,F,divorced,48.5,0,construct,postgrad,5358.66,10731.84,1063.16,None
273,F,divorced,44.97,3,finance,tertiary,6695,20729.48,2259.65,None
156.914464,F,married,37.589867,1.721696,manuf,secondary,2662.181408,11471.185085,225.940529,A
220,M,married,38.32,4,finance,secondary,2834.5,13840.58,1621.68,A
896,M,single,42.05,0,construct,secondary,3022.15,19926.25,1798.34,None
137.589016,F,single,25.705278,0.298191,legal,tertiary,6532.047364,26671.227996,2663.521529,B
178,F,married,39.8,1,government,secondary,3742.28,14590.72,769.22,None
75,F,widowed,60.49,2,finance,postgrad,9080.6,28877.91,3018.18,None
554.383392,M,married,42.998118,2.602781,manuf,secondary,2145.989723,16344.758609,467.685482,A
589,F,married,39.15,2,manuf,postgrad,8191.96,25443.89,3700.28,None
410.135558,M,single,28.210536,0,IT,tertiary,6322.218193,12046.255604,1899.469379,B
147,F,married,50.84,0,finance,postgrad,10716.45,34888.58,3899.33,A
768.99152,M,single,23.462341,0,manuf,tertiary,3505.207828,24522.187411,2124.977055,B
355.209659,F,married,42.626857,0.322414,construct,secondary,511.38,7457.52,1153.44,None
581.217425,F,married,46.273284,2.412344,legal,tertiary,4274.901913,20955.631174,2697.018867,A
624,F,widowed,56.01,1,education,tertiary,4140.42,5780.7,1724.59,None
786,F,widowed,62.6,1,manuf,tertiary,4996.87,26322.34,1427.11,None
627.670926,F,single,22.958854,0.391739,legal,tertiary,6951.643912,27675.871596,3310.253756,B
149.832453,F,married,39.804024,0.209763,manuf,tertiary,4984.061302,19927.134789,1267.960277,A
356,F,married,41.31,2,construct,secondary,511.38,7457.52,1153.44,None
547.553224,F,single,28.961792,0.544115,construct,tertiary,11566.918128,39013.548465,1739.197962,B
555.054343,F,single,26.329038,0,legal,tertiary,9150.831706,25770.669533,4121.456542,B
423.372405,M,single,21.738273,0,manuf,tertiary,4960.181232,23598.592733,1672.067647,B
423.963954,F,single,26.055176,0,manuf,tertiary,9066.300302,25899.151689,2554.704475,B
547.467601,F,single,28.954894,0.515983,construct,tertiary,10800.965428,38415.172282,1788.298194,B
522,F,married,39.94,0,manuf,tertiary,2422.48,19799.41,671.26,None
898.995528,F,married,42.78018,2.200604,manuf,tertiary,1780.266129,2884.559952,1074.147179,A
303,F,widowed,53.6,1,education,tertiary,3337.16,28301.52,1257.7,None
219.098374,F,divorced,71.178022,2.354166,finance,secondary,2863.522523,7347.148077,215.053009,None
607.660717,F,married,30.73493,1.973954,manuf,secondary,1269.535404,12044.020272,938.802548,A
981.027081,M,single,25.073938,0,medicine,tertiary,11513.488852,29623.540528,2317.669559,B
196.578346,F,married,41.12021,1.754255,IT,tertiary,5898.483962,27807.045676,1158.311584,A
363.708589,F,married,40.885856,1.510577,IT,tertiary,4985.57,10973.46,2729.26,A
514.911173,F,single,26.028003,0.022222,legal,tertiary,5337.873599,29642.823999,2509.11257,B
467,F,married,38.82,2,finance,professional,12786.15,33769.61,2758.88,None
452.265685,F,single,22.927537,0.084149,government,tertiary,7689.006226,21996.654822,2281.584846,B
469.133837,F,single,22.320828,0.043789,legal,tertiary,6790.203978,26609.299937,2630.694241,B
729,M,single,28,0,education,tertiary,3470.55,16974.69,1080.62,None
859,M,widowed,60.04,1,finance,postgrad,6016.4,38781.4,2869.1,None
177.265918,F,single,25.847554,0,IT,secondary,3722.22059,10742.709127,1245.825217,B
532.047472,M,married,39.52,2,manuf,secondary,3104.022382,15564.571371,273.694951,A
425.314008,M,married,61.452332,0.775059,retired,secondary,1974.030418,9133.728919,789.467138,A
680.041097,F,single,27.253769,0,manuf,tertiary,7972.877864,26236.297465,2608.14202,B
208.461146,F,married,39.274725,1.046146,manuf,tertiary,4483.704443,20386.384933,1400.865722,A
85.250328,F,married,50.35457,0.033745,government,tertiary,5626.588071,20813.738864,836.467197,None
191.185636,M,married,32.167343,2,manuf,secondary,2400.931756,19509.564525,1155.515274,A
64,F,divorced,27.59,1,manuf,secondary,869.36,6742.84,912.21,None
548,F,married,40,0,finance,secondary,1927.54,8991.29,1003.8,None
136.251204,F,single,21.96193,0.151523,legal,tertiary,6902.984889,26739.604191,2794.736182,B
606,F,married,49.03,2,legal,tertiary,7440.09,30042.31,2085.96,A
528.382999,M,married,42.841923,3.03075,construct,secondary,2102.368227,16091.938086,623.576547,A
514.009253,M,single,23.193929,0,manuf,tertiary,4640.801315,25830.838266,1869.982184,B
120,M,married,39.9,2,education,tertiary,3455.08,19904.04,544.94,None
460.334696,F,married,32.660592,1.312916,manuf,tertiary,4186.46263,8510.885714,1497.484349,A
247.580487,F,married,42.758207,2.543779,legal,tertiary,3645.648416,20323.933528,1437.776648,A
422.343595,F,married,42.41643,1.916729,manuf,secondary,3123.358623,12408.683989,1558.256643,A
476,M,divorced,67.84,2,retired,postgrad,2625.81,20696.63,867.35,None
897,F,married,46.89,2,finance,secondary,2753.35,17511,1263.74,None
573.655326,F,single,23.614228,0,education,secondary,2191.769451,16717.720099,559.055158,B
965,M,divorced,60.78,3,finance,secondary,1031.51,16002.24,2043.92,None
176.053576,F,married,30.988631,1,construct,postgrad,10083.542971,45180.468666,2622.109834,A
398.775476,F,single,37.150055,2.505916,finance,tertiary,6685.272202,16383.607152,3500.165183,None
372.409053,F,single,21.522292,0,IT,secondary,2814.105234,10040.048503,866.733611,B
985,F,single,34.5,0,finance,postgrad,9302.75,19956.82,2997.42,None
875,M,single,25.22,0,manuf,professional,15150.67,48139.58,6678.19,None
842.995584,F,single,26.263962,0,education,secondary,4197.3445,15278.420289,653.780692,B
152.700698,F,single,27.059885,0.081993,legal,tertiary,6219.145712,26629.839595,2698.168696,B
522.314484,F,single,26.321051,0,manuf,tertiary,8960.817315,26106.152099,2567.778305,B
3,M,single,28.75,0,manuf,professional,14232.37,30013.32,3231.14,B
781.155725,F,single,26.755337,0,education,secondary,3853.356296,17589.018409,617.259742,B
436.431029,M,married,59.814638,0.745892,retired,secondary,1977.860669,9592.028666,791.387315,A
432.564305,F,married,41.849896,0.071348,construct,postgrad,9013.071812,14104.737997,1972.407291,A
625.06746,F,married,37.104631,2.249811,finance,secondary,1322.226017,15834.200736,1208.239665,A
153.524778,F,single,27.294394,0.055073,legal,tertiary,6219.468048,26560.065709,2697.785304,B
871,M,single,31.38,0,medicine,secondary,2993.83,12321.45,1200.47,None
296.940084,F,single,20.723045,0.089777,legal,tertiary,7467.240048,27493.765508,3914.245914,B
331,F,married,38.74,0,manuf,tertiary,5024.36,25499.6,1074.15,None
917,F,married,68.91,0,retired,secondary,1710.87,15704.78,331.91,None
790.424382,F,single,24.090776,0,education,secondary,3240.171445,17469.99507,3183.047988,B
528.591266,F,married,45.853623,0.368047,medicine,professional,9699.120858,55259.527839,2542.332958,A
516.5385,F,single,23.685423,2.469477,government,tertiary,6838.207839,21822.516316,2684.655156,B
257,F,married,38.52,2,IT,secondary,1525.86,16513.18,1277.17,None
598.513596,F,married,52.688879,2,legal,tertiary,6913.165629,30045.134265,1925.348494,A
126.801669,M,single,24.863612,0.416646,legal,tertiary,6588.405351,26776.002433,2628.489965,B
125,M,married,37.51,1,finance,secondary,1450.11,15996.83,735.94,None
605.86634,F,married,42.454701,2.214423,manuf,secondary,2374.748427,12730.714213,660.807234,A
372.046799,F,single,20.884677,0.000035,legal,tertiary,7082.698517,26595.362966,2795.737793,B
782.05545,F,single,27.149686,0,education,secondary,4312.134153,17740.076308,520.350522,B
787.400573,F,married,43.811207,1.457685,manuf,secondary,1034.830164,12089.685493,1044.109404,A
590.277841,F,single,20.093785,0,IT,secondary,2094.617003,10031.5305,1006.304872,B
296.903809,F,single,20.485442,0,legal,tertiary,7464.126787,27001.609511,3210.419018,B
639,F,married,28.15,1,finance,tertiary,2746.5,18205.65,3559.71,None
403.621343,F,married,45.431999,2,legal,tertiary,3698.05422,27999.038426,1299.523345,A
941,M,divorced,42.68,1,finance,tertiary,7114.04,22848.03,1904.5,None
49,F,divorced,28.66,1,legal,tertiary,6612.07,28284.88,3669.22,B
481.929057,F,single,27.962276,0.067764,construct,tertiary,11498.969603,48730.925688,2650.925354,B
584.446433,M,single,20.412228,0,manuf,tertiary,4937.247855,23247.503054,1372.229105,B
978.374056,M,single,25.100222,0,medicine,tertiary,11277.162567,29550.765199,2374.745489,B
570.085632,F,married,27.847819,1.577007,medicine,professional,9909.393322,61518.722771,4042.759881,A
350.186428,F,single,27.661645,2.658295,construct,tertiary,11215.44969,52133.755006,3349.322306,B
407.684259,F,married,44.164252,1.404355,construct,postgrad,7314.091061,12978.610441,1858.915709,A
738.23887,F,married,47.828696,2,legal,tertiary,2730.129055,27258.246293,1382.635181,A
253.086329,F,married,42.257207,2,legal,tertiary,3322.686794,28355.310478,1267.266756,A
429.212892,F,single,20.969369,0.000219,legal,tertiary,6935.675949,26429.147333,2743.926692,B
782.70168,F,married,35.455403,1.700726,manuf,secondary,2567.744991,18776.604712,975.195196,A
338.837546,F,married,37.661116,0.093305,medicine,tertiary,2913.148308,16942.604899,1937.020519,A
278.030184,M,married,44.094509,3.068683,construct,secondary,2052.115582,15793.071251,893.114782,A
351.461007,F,married,47.462346,1.226511,construct,postgrad,8461.749559,14463.765561,1613.58623,A
141.860082,F,married,53.240434,1,manuf,tertiary,6912.165122,19654.0568,955.422607,A
115.636546,F,single,25.719483,0.509955,construct,tertiary,8933.582338,43919.850448,3471.951128,B
394.009749,F,married,18.701765,0,manuf,tertiary,5856.547755,25937.25224,1343.656111,None
78.766228,F,single,27.027966,0.282594,construct,tertiary,8847.802188,45420.619122,3472.838206,B
419.100262,F,married,30.475166,0.989992,manuf,secondary,991.323232,12201.68955,1062.431295,A
771.705586,F,single,27.414102,0,education,secondary,3607.872531,17711.944219,532.177893,B
570.928693,F,married,35.098964,1.314572,manuf,tertiary,3642.528821,34532.400576,1516.97743,A
96.169514,F,married,50.905794,0.905079,manuf,tertiary,6027.023021,19893.131521,758.427947,A
571.601763,F,married,40.608536,2.244656,manuf,secondary,3065.146993,12422.309227,1145.695574,A
756,M,divorced,36.29,0,government,secondary,3009.45,2229.96,795.18,None
781.3325,F,single,26.705405,0,education,secondary,3360.385107,17632.406114,472.94236,B
926.023497,F,married,22.206232,0.607049,medicine,tertiary,2840.840096,16912.991042,2015.498534,A
160,M,divorced,44.2,0,government,tertiary,2256.53,20103.89,1618.65,None
787.293693,M,married,27.885052,1.538947,IT,secondary,907.175897,22024.376057,1675.860921,A
393,M,married,37.71,0,legal,secondary,3216.32,7789.15,1319.78,None
470.632651,F,single,23.974214,0.208734,legal,tertiary,6757.071464,26249.592968,2685.554533,B
608.769071,F,married,58.32858,2.103073,manuf,tertiary,3859.873825,4537.971709,1367.802687,A
33,M,single,20.91,0,medicine,postgrad,10622.85,25455.03,3927.36,None
905,F,married,31.28,2,construct,secondary,8979.81,17330.58,2291.6,A
434.911293,F,single,26.414701,0,manuf,tertiary,9027.773542,25878.751005,2565.764916,B
97.637507,F,married,58.782823,1,manuf,tertiary,2865.022429,4532.842924,1890.04958,A
224.409471,F,married,42.484509,1.792275,finance,postgrad,11151.641412,33754.830446,4651.64283,A
632.909981,F,single,26.385885,0,manuf,tertiary,9039.965235,26000.461027,2570.564897,B
422,M,married,32.64,1,legal,tertiary,10283.55,30008.13,1748.56,A
515.029069,F,married,47.664153,0.516025,construct,postgrad,7704.109209,41954.911661,2800.034056,A
555,F,married,61.78,2,government,secondary,2573.98,12465.27,673.91,A
129,M,married,41.77,0,manuf,tertiary,5849.22,28504.76,1458.2,None
860,M,married,31.57,3,finance,professional,14243.42,46115.76,4169.93,A
315,M,widowed,57.88,1,medicine,secondary,5382.84,21458.64,1585.45,None
795,M,single,28.04,0,finance,tertiary,3141.35,36605.62,1870.51,None
312.009636,M,single,27.481256,0,IT,tertiary,8296.554284,13298.621066,1727.222395,B
114.510867,M,single,28.81038,0.589235,medicine,tertiary,10385.481239,32149.508436,1720.509592,B
361.358172,F,single,55.947295,1.409729,manuf,tertiary,6670.27,25640.38,527.66,None
363.591054,F,married,31.433159,1.542889,IT,tertiary,4985.57,10973.46,2729.26,A
576.299824,F,married,31.620997,0.121124,construct,secondary,1162.795031,15995.588644,1210.982359,A
801,M,married,25.13,2,medicine,postgrad,9599.25,58129.53,2420.35,None
898.613781,F,married,43.114584,1.013666,finance,tertiary,8244.770414,22956.08552,1873.096318,A
503,F,married,39.84,3,finance,tertiary,4421.93,28299.57,2460.58,None
339,M,single,33.3,0,IT,secondary,2138.89,22048.03,265.22,None
13,M,married,22.81,0,finance,postgrad,5167.35,19008.33,1141.05,None
400.746492,F,single,27.767371,1.904083,legal,tertiary,5568.302948,19597.681282,1556.403921,B
721.842064,F,single,27.193376,0.047988,legal,tertiary,6201.02948,26065.020491,2652.388537,B
69.050343,M,married,40.692655,2.963583,medicine,postgrad,9680.869008,54674.161894,3266.127918,A
631.378934,F,married,35.580458,0.867836,manuf,secondary,2667.276958,12038.347991,902.42213,A
311,F,married,63.48,2,legal,postgrad,9463.68,17361.7,3999.6,None
103,F,widowed,50.86,1,legal,secondary,3146.1,8741.4,1175.31,None
540,M,widowed,74.32,2,retired,postgrad,5635.27,29054.95,1202.14,None
455.265497,F,single,25.688357,0,manuf,tertiary,9121.219337,25923.294844,2555.762114,B
441.954927,F,single,26.924857,2.472022,legal,tertiary,7731.343067,19196.033097,2484.468384,B
661.345541,M,single,25.814073,0,manuf,tertiary,4021.476552,25080.3691,2466.168996,B
780,F,single,24.41,0,construct,tertiary,4200.32,20587.99,556.05,None
242.021796,M,single,27.765943,1.263283,government,secondary,5228.850843,19897.001089,1155.133516,B
424.111453,M,single,21.681405,1.686074,government,secondary,5260.456042,20043.341404,876.619526,B
295,M,single,20.46,0,legal,postgrad,7573.42,27623.04,4959.68,B
518,M,married,32.14,0,construct,professional,1086.68,12004.37,1325.86,None
128.094553,M,married,55.895886,1.859512,manuf,secondary,2110.367866,7653.888656,1582.488218,A
738.788978,F,single,26.654696,0,legal,postgrad,8812.40249,25918.142353,5139.990472,B
482.388719,F,married,30.19925,1.120075,legal,tertiary,9239.069113,28587.873868,1520.061915,A
223.771303,F,married,36.051657,1.93437,finance,postgrad,11170.498905,33796.782564,7025.948845,A
554.889994,F,single,24.298647,0,IT,secondary,3341.253818,10496.348549,1085.753084,B
878,M,married,44.36,2,finance,postgrad,7459.63,24365.05,2999.64,None
663,M,married,35.22,1,government,secondary,2490.72,17113.91,284.02,None
313,F,single,35.34,0,government,tertiary,5452.64,5402.37,2343.84,None
209,F,married,30.18,3,construct,postgrad,2248.96,20332.04,1651.66,None
250.459099,F,single,24.101042,0,legal,tertiary,12631.620593,17679.309888,3313.974565,B
647.163484,M,single,19.829711,0,manuf,tertiary,4932.251218,23246.733253,1366.026581,B
37,M,divorced,57.12,3,construct,tertiary,3791.18,31456.42,1342.56,None
695.253067,F,married,46.689829,0.821168,construct,postgrad,8495.416786,14029.281428,2263.125002,A
628.572174,F,single,24.680792,0,education,secondary,4294.981482,17286.43767,469.003545,B
567.976843,F,single,20.958414,0,legal,tertiary,7257.200067,26468.474034,2853.009859,B
502.126854,F,married,46.518205,2,legal,tertiary,9219.025428,29111.632335,1331.636871,A
262,F,divorced,45.16,2,government,postgrad,7311.08,18248.45,3152.17,None
310,F,married,42.4,0,government,tertiary,5188.82,20342.63,1445.37,None
439.988068,M,married,35.520019,1,retired,secondary,1827.512263,9138.815555,515.799091,A
657.170008,F,married,42.591549,1.389841,manuf,tertiary,2813.965076,4434.268231,1693.874028,A
682.351115,F,married,27.5971,1.789916,IT,tertiary,7471.214515,24754.074004,2039.449103,A
854.058243,M,single,18.863083,0,manuf,tertiary,4899.918944,23149.96933,1169.466168,B
439.902255,M,married,50.543374,0.477741,retired,secondary,2110.376498,9953.098853,796.588924,A
333.279843,F,married,40.992012,1.618893,manuf,tertiary,5673.058259,35720.77177,1178.53611,A
438.912274,F,single,26.615263,2.067115,legal,tertiary,9392.380578,19168.812319,2607.89214,B
890.848767,F,married,34.715889,1.437939,construct,secondary,8912.550533,16758.152859,2050.871695,A
285.780328,M,single,28.104334,0,IT,tertiary,8334.727025,13178.031586,1669.309843,B
607.109192,M,single,19.97251,0,manuf,tertiary,5059.265591,23526.02923,1967.066285,B
326.627521,F,single,25.80568,0.177596,legal,tertiary,6493.72041,26329.137387,2680.954387,B
287,M,divorced,42.84,0,manuf,tertiary,6321.12,19969.13,1572.46,None
739.495415,M,married,34.921493,1.87781,government,tertiary,5285.90032,22751.743552,2134.030408,A
709,F,married,40.02,1,manuf,tertiary,4961.27,3663.28,1493.18,None
816,F,divorced,44.72,3,finance,tertiary,8372.52,28836.43,1949.38,None
300,F,single,42.04,0,government,secondary,2141.49,18951.46,795.97,None
382.039699,F,married,45.463097,1.151505,legal,tertiary,4317.705875,19656.081393,2569.560333,A
772.04054,F,married,44.981877,1.73689,manuf,secondary,1044.816553,12059.328217,1036.678482,A
251.10564,M,single,27.694366,0.627454,government,secondary,5153.319606,20233.085231,996.884148,B
553.291299,F,married,60.034551,2.158607,manuf,secondary,2786.429907,12485.644974,675.885101,A
128,M,single,27.67,0,construct,postgrad,4906.33,20328.02,673.85,B
707.629626,F,single,23.695315,0,education,secondary,2553.82755,16798.577661,514.668727,B
215.397925,F,married,49.524686,0.757698,manuf,tertiary,4736.070249,20052.240825,1400.864083,A
905.112,F,married,25.371753,1.629832,construct,postgrad,7552.044303,41024.439076,2972.016006,A
252.793832,M,single,20.123613,0.108456,government,secondary,4938.297807,20502.259795,715.065138,B
962,M,single,29.54,0,government,tertiary,5303.54,26236.1,1322.16,None
737.042556,F,married,34.362598,2,legal,tertiary,10453.548111,30209.050918,4027.235864,A
658.800551,F,married,34.948334,1.372238,IT,tertiary,7555.372439,25258.506352,1534.369096,A
998,M,married,42.04,0,manuf,secondary,3377.81,14205.2,652.55,None
323.560175,F,married,36.661723,1.954795,manuf,secondary,2681.207041,11526.6318,273.891426,A
26,F,divorced,30.81,3,finance,tertiary,8656.88,15072.42,2290.34,None
975,F,single,28.72,0,education,postgrad,3440.76,25877.84,1113.6,None
862,F,single,19.16,0,IT,tertiary,7089.73,24045.95,2340.77,None
298,F,married,67.67,3,retired,postgrad,3972.5,19529.2,1445.9,A
792,F,divorced,44.18,2,government,postgrad,7611.07,19088.76,3066.3,None
78,M,divorced,62.99,1,finance,secondary,802.8,18040.08,2061.85,None
686,M,divorced,51.91,2,IT,secondary,1601.79,15974.7,805.82,None
291.674051,F,married,43.589542,1.422231,finance,postgrad,4647.433119,29256.909817,3834.91515,None
707.34514,F,married,44.793249,2,legal,tertiary,2740.679774,28358.966676,1373.658902,A
787.836205,F,married,37.533244,0.034819,construct,postgrad,8942.734824,14754.166794,1866.035732,A
350.792779,F,married,34.512851,1.661449,legal,postgrad,10134.598185,46909.410441,4326.662344,A
883.012951,F,single,25.98389,0,legal,tertiary,9226.922056,25922.90985,3523.697272,B
133.249824,M,single,27.843008,0.18907,medicine,tertiary,11725.756094,30474.953257,2947.487109,B
785.060851,F,single,25.16589,0,education,secondary,4292.101411,17549.152957,600.665485,B
884.536639,F,married,41.373531,1,construct,postgrad,8784.716483,14856.616492,1699.104602,A
475.561138,F,married,43.057987,0.931891,construct,postgrad,8073.808846,42038.791378,2453.171318,A
351.661878,F,married,38.634231,2.063501,manuf,tertiary,4808.184565,32989.856682,1131.831397,A
570.70125,F,single,20.502642,0,IT,secondary,1884.017443,9965.591896,1099.679245,B
370.571046,F,married,40.509688,1.459653,manuf,tertiary,5690.794493,35455.344074,1360.341295,A
850.470767,F,single,23.831708,0,education,secondary,3753.509619,17450.484717,3113.131437,B
568.697114,M,married,40.159601,1.38543,manuf,secondary,2854.628756,10364.314917,952.489894,A
300.537268,F,single,22.136903,0.120567,government,tertiary,6806.571192,22100.036618,2399.304782,B
697,M,married,35.34,0,finance,tertiary,4296.81,23993.14,3295.92,None
237,F,widowed,80.8,0,retired,postgrad,4001.88,28406.52,1328.02,None
712.112762,F,married,43.570246,1,manuf,secondary,1545.837681,18219.189232,653.712854,A
673.980654,M,married,35.042374,1.995179,government,tertiary,5295.241781,22849.724119,2173.95033,A
148,M,divorced,32.18,0,finance,tertiary,6118.91,24017.18,2372,None
177,M,divorced,31.46,1,education,secondary,1989.72,11991.44,303.69,None
247,M,widowed,65.3,1,retired,postgrad,2767.03,10176.98,1795.02,None
554,M,married,32.28,2,manuf,tertiary,3558.33,19216.65,713.24,A
554.789158,M,single,20.468901,0,manuf,tertiary,4959.407794,23600.785433,1772.875583,B
599.42184,M,married,35.804262,2.60333,medicine,postgrad,9863.202997,48497.51117,3839.246656,A
261.07457,F,single,24.766687,0,legal,tertiary,12635.425897,17653.619609,3324.336471,B
539.897326,F,single,23.47869,1.695845,government,tertiary,7001.83948,20635.40288,2623.168,B
814,F,married,49.52,2,manuf,tertiary,5376.51,27389.08,1150.8,None
153.453054,F,married,48.11102,0.846204,manuf,tertiary,6634.903493,19832.069315,995.460276,A
395.400178,F,married,47.02559,1.123378,IT,tertiary,4659.75257,10486.860821,1344.459126,A
329.712856,F,married,32.315285,1.824483,manuf,secondary,3260.332842,19675.388306,1046.14385,A
74,M,married,39.98,1,education,postgrad,7843.23,25455.76,2704.42,None
15.609014,M,single,27.886911,0.079882,medicine,tertiary,12283.509035,30068.992519,3195.68911,B
533.640461,F,married,43.334014,2.594488,manuf,secondary,1380.416415,12040.581067,939.094896,A
301.773814,F,single,28.308066,0.18736,construct,tertiary,11026.778256,48190.511042,2676.842828,B
281,F,married,28.46,2,legal,secondary,3647.41,25342.83,2610.19,None
551.439745,F,single,21.091087,0,government,tertiary,5258.692239,23086.039009,2037.523692,B
659.821478,F,single,25.873918,0.437919,construct,tertiary,10925.235061,37039.822612,1676.876528,B
219.961439,F,single,27.907477,0.803594,construct,tertiary,10704.761032,46688.087327,2345.873558,B
219,F,divorced,28.94,0,IT,tertiary,9185.92,23511,1782.03,None
737,M,married,36.18,2,finance,secondary,1393.84,18977.67,2164.65,None
679,F,single,25.72,0,education,secondary,1110.37,12435.17,955.8,None
177.05042,F,married,39.212432,2,legal,tertiary,3660.267962,24935.119141,2433.347378,A
854.522919,F,married,36.32298,1.295213,construct,secondary,9121.839006,16754.477825,2048.66033,A
90.776901,M,single,29.539972,0.715569,medicine,tertiary,10303.838001,32537.870232,1802.16649,B
695.459329,F,single,27.216507,0,legal,tertiary,7963.563359,26300.68303,2607.119966,B
291.137854,F,single,27.561239,0.028781,construct,tertiary,10946.109428,50534.98563,3236.619948,B
874.002612,F,single,26.532903,0,legal,tertiary,9199.310071,25797.789108,3414.285593,B
218,M,single,26.52,0,IT,tertiary,8686.04,11643.91,2039.02,B
482.990596,F,married,33.39406,0.601366,construct,postgrad,7981.218506,42019.097297,2706.550211,A
363.603125,F,married,34.109258,1.368158,IT,tertiary,4985.57,10973.46,2729.26,A
910.165795,F,single,22.77967,0,education,secondary,3808.270926,17180.390523,625.845113,B
410,F,single,28,0,government,secondary,1843.91,4531.9,1208.46,None
641.633926,F,single,25.386496,0.035869,legal,tertiary,5447.689569,29603.941603,2520.487264,B
479.073272,M,married,62.605918,0.976338,retired,secondary,1968.410472,8965.276461,676.438493,A
553.731488,F,married,42.501945,0.086267,construct,postgrad,8978.910665,14102.330805,2005.677044,A
704.577799,F,married,37.638243,2,legal,tertiary,9919.446854,29773.498554,4096.836812,A
405,F,single,22.22,0,government,postgrad,5636.37,25011.36,2535.67,None
621,M,single,19.33,0,education,secondary,3401.64,14374.65,69.49,None
105,F,married,61.92,3,finance,secondary,1778.85,15817.56,831.48,None
567.760419,M,married,44.100175,2.828174,manuf,secondary,2118.512352,16393.247136,539.372531,A
368,M,divorced,45.01,3,finance,tertiary,8859.35,15480.89,1845.23,None
259.12724,M,single,27.676399,0.208256,government,secondary,5000.577851,20268.407553,1007.803624,B
667.57338,F,married,45.017781,1.019109,legal,postgrad,9232.70857,46240.402299,5126.648702,A
642.828393,M,single,26.025842,0,manuf,tertiary,4618.728229,25226.621399,2339.453619,B
289,F,married,69.09,1,retired,secondary,1932.81,9124.46,781.4,A
792.035541,F,married,31.951639,1.888132,medicine,professional,8449.692797,72706.53488,4109.529071,A
681,F,single,18.92,0,government,tertiary,5071.84,1312.35,1290.1,None
609,F,married,26.46,0,finance,postgrad,4282.88,19819.25,1930.6,None
240.467865,F,single,23.810021,0,legal,tertiary,12640.465154,17665.501739,3307.255949,B
719.823279,F,single,28.277126,0.416646,legal,tertiary,6664.345665,27697.476477,3083.896322,B
694.371985,F,single,27.714991,0,medicine,tertiary,7883.004019,27636.707204,2716.709211,B
643.341852,F,married,58.29261,2.134185,manuf,tertiary,3820.640345,4447.255925,1365.072576,A
779.88856,M,single,19.752825,0,manuf,tertiary,4941.231408,24516.247855,2125.69011,B
305.835451,F,married,43.683414,1.157631,legal,postgrad,11093.345576,33018.255119,4008.072794,A
959,F,widowed,59.95,3,finance,tertiary,5099.66,29388.88,758.57,None
577,M,married,40,1,government,secondary,3466.81,10199.24,239.32,None
95,F,single,21.77,0,government,professional,9074.18,45822.57,3808.06,None
545.449397,F,married,42.797992,1.730436,finance,secondary,754.342507,15618.689887,556.349438,A
876.823715,F,single,23.021047,0,education,secondary,3763.370554,17404.741679,605.518483,B
595.349575,F,married,49.068424,2,legal,tertiary,7904.518653,29641.112156,2067.5556,A
