index,sex,mstatus,age,children,occupation,education,income,avbal,avtrans,decision
412.878374,M,single,22.081337,1.709919,government,secondary,5304.285491,20006.965282,1133.846259,B
755.220537,F,married,41.356271,1.827431,manuf,tertiary,1833.409211,3538.394115,1172.208518,A
306.312001,M,married,43.600975,1.782844,manuf,secondary,3290.556654,10410.265954,956.867575,A
759.861574,F,single,24.832346,0,education,secondary,3843.703904,16610.408795,420.873901,B
346,F,married,59.56,2,IT,secondary,1738.57,16035.35,1301.17,None
342,F,married,34.21,1,legal,tertiary,8891.85,42118.33,2018.23,A
658.937201,F,married,58.734574,2.967113,government,tertiary,4861.719965,22016.707601,2085.061705,A
484,F,married,43.98,2,legal,secondary,3165.79,8494.17,1903.63,None
624.271763,F,single,26.444831,0,legal,tertiary,8869.156257,25840.59577,4408.84851,B
228.188895,F,single,21.525635,0,IT,secondary,2881.729072,10069.770135,819.831362,B
559.008428,F,married,37.879263,1,legal,postgrad,9973.827051,46361.235895,4658.514709,A
471.69921,F,single,24.128354,0.284498,legal,tertiary,6754.322221,26249.376383,2663.040821,B
738.152606,F,married,45.291479,2,IT,tertiary,10371.913673,30243.224592,4015.422342,A
493,M,single,40.81,0,education,tertiary,3907.75,19774.9,1484.8,None
581,M,single,18.86,0,manuf,tertiary,2863.63,19999.31,1954.86,None
326,F,single,20.73,0,IT,secondary,2948.88,12580.51,721.98,None
988,M,single,35.71,0,manuf,professional,10133.49,49954.49,3796.31,None
512.988444,F,single,24.510733,2.065405,legal,tertiary,9315.727482,19164.738748,2602.866044,B
783,F,divorced,49.55,1,manuf,secondary,591.14,11233.95,1043.65,None
556,F,divorced,26.02,4,IT,postgrad,7491.84,32860.11,3965.97,None
516.5385,F,single,23.685423,2.469477,government,tertiary,6838.207839,21822.516316,2684.655156,B
465.762639,F,single,23.667968,0.042781,legal,tertiary,6800.495839,26534.804621,2646.292746,B
677,M,married,36.86,0,government,secondary,2612.11,20001.14,570.54,None
588,F,widowed,77.2,1,retired,tertiary,4851.14,23010.71,1765.31,None
20,M,divorced,51.85,0,manuf,postgrad,10274.65,26727.86,2259.59,None
739.561477,M,married,34.570298,1.900542,government,tertiary,5274.902228,22832.343497,1914.591997,A
93.155396,M,single,29.611244,0.741122,medicine,tertiary,10239.991573,32540.465501,1814.681823,B
429.142117,F,married,51.287923,1.062918,legal,tertiary,3933.992667,25115.849671,1674.014004,A
10,M,divorced,43.52,2,IT,secondary,673.86,10977.69,200.38,None
434.442645,M,single,23.398189,0,medicine,tertiary,10365.162911,28338.837394,1402.027301,B
535.909337,F,married,49.563669,2.070994,manuf,secondary,3209.149111,12526.781468,817.146022,A
478,M,married,38.76,2,finance,professional,16070.13,49844.14,4705.1,None
361.777017,F,married,47.35328,1.858591,manuf,secondary,3504.412751,12662.387736,1911.376199,A
365.463293,F,married,47.975274,1.000591,IT,tertiary,4818.290245,10377.307906,2726.011665,A
690.250655,F,married,46.165924,2.282936,manuf,tertiary,6106.360961,36234.677778,2685.594536,A
675.44393,M,single,25.999662,0,manuf,tertiary,4587.62506,25033.457951,2342.743964,B
46,M,divorced,32.6,3,IT,secondary,1045.43,22064.53,1101.11,None
133,F,married,58.36,1,IT,tertiary,2510.42,23947.57,1990.3,A
142.304156,F,single,21.916757,0.013601,legal,tertiary,6175.545136,26371.682017,2235.463262,B
537,M,divorced,56.74,2,construct,secondary,3496.41,25664.44,1258.45,None
725.465823,F,single,26.653051,0,education,secondary,3832.930474,16519.697131,652.328676,B
189,F,divorced,49.69,2,construct,tertiary,2509.43,21737.39,1027.04,None
883.847247,F,married,60.233046,0.449253,government,tertiary,4266.456114,21938.132529,1298.689812,A
40,M,single,26.9,0,manuf,tertiary,5000.87,25165.38,2360.42,B
700,M,married,58.69,0,construct,secondary,2605.72,8699.05,530.08,A
753.994053,F,single,25.953803,0,legal,tertiary,5346.770324,29731.422575,2331.986647,B
136.989866,F,single,21.874792,0.00627,legal,tertiary,5991.147029,26153.746979,2175.461664,B
696,M,married,48.47,0,manuf,tertiary,5471.97,814.95,2038.46,None
421.837021,F,married,43.676487,1.074974,legal,tertiary,10205.897719,29420.076822,1585.888221,A
333.787174,F,single,28.829132,0.579003,construct,tertiary,10990.269961,35544.008336,1900.605633,B
403.457449,F,married,45.232559,2.107639,manuf,secondary,3157.610593,12457.345985,1629.829701,A
386.914426,F,single,26.031257,0,manuf,tertiary,9014.576623,26084.012703,2548.156597,B
796.018436,F,single,26.349376,0,education,secondary,3283.153064,17519.087767,2692.723647,B
175.177079,F,single,26.360662,0.052407,construct,tertiary,10281.984286,46342.290834,3192.861491,B
690,M,single,27.84,0,education,secondary,2661.86,5622.38,532.2,None
545.724972,F,single,20.521425,0,IT,secondary,2056.035295,10033.900467,992.273538,B
792.614275,F,married,28.86817,2,government,secondary,1890.676169,21052.188349,1102.651855,A
551.76529,M,married,36.092366,2.992424,legal,postgrad,9798.818176,50114.925756,3724.375222,A
493.884043,F,single,24.264953,1.1283,government,tertiary,6964.965707,21717.542395,2360.7873,B
698.278264,F,single,26.797801,0,education,secondary,2558.806188,16576.845438,527.646948,B
619.615788,F,single,24.672524,0,education,secondary,4297.331168,17294.944029,555.087797,B
287.024077,F,married,47.998249,1.0018,IT,tertiary,4541.792702,11015.252763,1982.1083,A
157,F,married,42.01,1,finance,tertiary,5721.88,26370.11,642.18,A
893,M,single,42.44,0,finance,tertiary,7914.49,24004.22,1451.04,None
901,F,married,38.99,1,legal,secondary,987.21,12483.21,1416.69,A
9,M,married,62.71,3,construct,tertiary,3356.69,7424.35,145.25,None
617,M,single,41.8,0,education,tertiary,4017.73,19989.3,947.94,None
368.625389,F,single,23.258521,0,legal,tertiary,9989.025781,17551.942518,2580.744129,B
408,F,divorced,47.29,4,education,postgrad,3900.43,15212.5,883,None
424,F,single,34.08,0,IT,tertiary,3995.66,16378.48,2116.76,None
240.45671,F,single,22.159063,0,government,tertiary,6860.072997,21992.018872,2474.794987,B
366.78292,F,married,42.053069,1.706676,finance,secondary,753.274526,15709.5547,857.099149,A
642.828393,M,single,26.025842,0,manuf,tertiary,4618.728229,25226.621399,2339.453619,B
58,F,divorced,57.84,0,government,secondary,2500.88,5691.44,1278.66,None
55,F,divorced,65.3,1,retired,postgrad,3328.51,10105.98,1445.43,None
623.792473,F,married,33.627492,1.695873,construct,secondary,1307.164222,15971.852527,1209.060943,A
540,M,widowed,74.32,2,retired,postgrad,5635.27,29054.95,1202.14,None
59,F,married,40.83,0,finance,postgrad,8250.71,29394.42,2933.97,None
191.185636,M,married,32.167343,2,manuf,secondary,2400.931756,19509.564525,1155.515274,A
219.961439,F,single,27.907477,0.803594,construct,tertiary,10704.761032,46688.087327,2345.873558,B
584,F,divorced,55.56,1,government,secondary,3241.13,11092.16,799.95,None
539.492443,F,single,23.144874,0,education,secondary,1900.355593,16605.692636,577.479147,B
368,M,divorced,45.01,3,finance,tertiary,8859.35,15480.89,1845.23,None
419.044185,F,married,37.413568,0.966254,manuf,secondary,988.949039,12276.041509,1159.276298,A
874.090772,F,single,26.131139,0,legal,tertiary,9228.552686,25937.843665,3950.737813,B
259,F,married,48.01,2,manuf,tertiary,5584.26,20010.4,1482.22,None
409,F,married,40.26,1,IT,secondary,3286.1,18494.87,1221.27,None
542.758019,F,single,27.697918,2.999015,legal,tertiary,7709.224431,19247.863664,2484.848515,B
79.024106,F,single,27.016811,0.17798,construct,tertiary,8856.261163,45450.990437,3472.791472,B
930,M,married,52.64,2,IT,tertiary,2247.32,15230.28,934.93,None
989,F,married,51.4,2,manuf,postgrad,2692.48,20954.73,2516.79,None
767,F,divorced,44.88,0,finance,professional,12715.7,17442.26,4972.58,None
55.963677,F,single,27.411012,0.069873,legal,tertiary,6169.871359,28286.247711,3070.753066,B
109,F,married,37.65,3,legal,professional,7642.11,78385.03,6008.57,None
281.086567,M,single,22.438469,0,manuf,tertiary,4614.15502,26224.197373,1820.512788,B
193,M,divorced,66.41,3,retired,tertiary,2219.78,20866.69,1398.47,None
373.822976,F,single,25.114105,0.270032,legal,tertiary,6743.148207,26691.523645,2603.359768,B
975.131317,M,single,25.058705,0,medicine,tertiary,10567.411112,28930.016355,2293.949987,B
904,F,divorced,42.65,2,finance,postgrad,8979.81,17330.58,2291.6,None
736.801989,F,married,39.42751,2,legal,tertiary,10396.049291,30242.356896,4020.202977,A
790.986206,M,single,23.377993,0,manuf,tertiary,3482.282677,24515.178073,2036.537588,B
355.932432,F,single,23.282118,0.443217,legal,tertiary,9683.159157,18879.113871,2621.124939,B
499.167671,F,married,59.075937,0.571063,construct,postgrad,7590.759978,41880.018831,2829.649382,A
371.154776,F,single,26.061265,0,manuf,tertiary,8985.173619,26047.047531,2548.250564,B
781.991747,F,married,47.27617,2,legal,tertiary,2603.895807,27659.478764,1459.647603,A
443,F,single,45.23,0,government,postgrad,6684.38,27636.88,3950.75,None
320.193147,F,married,41.833543,1.390268,legal,tertiary,4001.520647,24821.588655,2501.939368,A
915.824672,M,married,31.6761,2,legal,postgrad,14018.913865,40777.603676,2529.230799,A
439.902255,M,married,50.543374,0.477741,retired,secondary,2110.376498,9953.098853,796.588924,A
745.208867,F,married,50.57532,0.962343,construct,secondary,8848.081795,15891.695467,1711.705354,A
138.509317,F,single,25.772605,0.182026,legal,tertiary,6494.753852,26665.653418,2684.270769,B
680.750585,M,single,25.57743,0,manuf,tertiary,4322.605076,24782.478495,2511.44382,B
440,M,widowed,79.78,0,retired,tertiary,3667.55,15010.56,665.02,None
217.920181,F,married,40.062596,1.025629,manuf,secondary,2327.967736,19613.932216,1358.202376,A
72,F,single,31.35,0,medicine,tertiary,6908.85,18864.89,3231.41,None
663,M,married,35.22,1,government,secondary,2490.72,17113.91,284.02,None
137.760529,F,single,23.255054,0,IT,secondary,3444.055803,10456.971196,696.904403,B
594,M,single,46.44,0,medicine,postgrad,7119.24,33107.69,4774.8,None
355.093519,M,married,31.922283,1.752423,manuf,secondary,2900.977111,19603.043199,1078.721234,A
254.453157,M,single,22.108425,0,manuf,tertiary,4653.929582,26300.869564,1864.284877,B
985.252241,M,single,24.364355,0,medicine,tertiary,10892.279759,29531.6978,2309.769245,B
86.933444,M,single,29.559414,0.777348,medicine,tertiary,10232.7844,32589.285875,1836.42722,B
458.844541,M,single,21.808451,0,manuf,tertiary,4948.500936,23648.795847,1463.314789,B
279.809222,M,single,26.737962,0,IT,tertiary,8574.295989,11645.941733,2036.105486,B
416,M,single,41.63,0,finance,secondary,1282,15890.52,1446.68,None
258,F,single,28.32,0,finance,postgrad,9067.76,40767.69,3553.09,None
309.457429,F,single,27.542948,2.660233,construct,tertiary,11113.431552,51073.971931,3590.048431,B
466,M,single,32.12,0,IT,tertiary,6000.39,24503.51,787.1,None
376.234893,M,single,27.241002,0,IT,tertiary,7732.20886,11709.029361,1763.751158,B
461.940973,F,single,22.990779,0,legal,tertiary,9582.737329,17654.236739,2435.603648,B
30,F,single,23.84,0,manuf,secondary,3853.06,11865.44,712.75,None
273.200353,F,single,22.387716,0.313753,government,tertiary,6830.904727,21983.819447,2539.241553,B
981,F,married,40.03,1,manuf,postgrad,11411.53,24844.95,1173.63,None
969,M,divorced,63.63,0,education,secondary,1975.08,10945.61,497.65,None
732,M,married,24.84,2,education,postgrad,8578.81,40964.26,1154.56,None
261.657895,F,single,24.238071,0.416646,legal,tertiary,6652.733504,27780.773221,4474.4316,B
95.177833,M,single,29.384672,0.315525,medicine,tertiary,10784.485186,32728.846283,1830.290201,B
361.05586,F,single,27.768975,2.105563,construct,tertiary,11221.019073,52322.359718,3317.440733,B
772.649908,F,single,27.523238,0,education,secondary,3323.608287,17890.36428,380.87286,B
294.420279,F,single,21.89814,0,IT,secondary,3227.292844,10188.01553,768.787822,B
144.068442,F,single,26.83635,0.151523,legal,tertiary,6219.020568,26698.672009,2698.337476,B
70,M,widowed,58.15,1,government,tertiary,6009.9,21335.52,744.47,None
566,F,single,19.48,0,manuf,tertiary,5784.71,17111.17,2196.83,None
107.403754,M,single,27.03936,0.046022,medicine,tertiary,11962.339029,30149.271087,2960.248657,B
419.451166,F,married,35.884345,1.345966,finance,secondary,863.01479,15713.911821,858.83623,A
100,M,single,32.82,0,manuf,postgrad,11710.38,22848.83,3276.89,None
555,F,married,61.78,2,government,secondary,2573.98,12465.27,673.91,A
188,M,single,27.85,0,finance,secondary,2509.43,21737.39,1027.04,None
890,M,single,26.91,0,government,secondary,1522.26,10931.53,1162.29,None
62,F,single,22.84,0,finance,secondary,2161.05,13856.56,1200.11,None
708,F,married,20.13,1,IT,secondary,1427.85,19632.56,949.35,None
383,F,married,59.65,0,IT,tertiary,3420.04,24980.83,3009.88,None
154.053595,F,single,27.445564,0.053806,legal,tertiary,6220.878577,26457.617944,2697.477999,B
74,M,married,39.98,1,education,postgrad,7843.23,25455.76,2704.42,None
750.062865,F,single,27.191159,0,legal,tertiary,7696.252618,26144.251549,2621.834044,B
262.29604,F,single,26.413459,0.416646,legal,tertiary,6638.114139,27234.151779,3024.163257,B
839,M,married,24.83,0,government,tertiary,2768.89,5250.13,1852.5,None
776,M,married,37.83,2,medicine,tertiary,6911.05,27441.06,3315.73,None
518.149007,F,single,23.037802,0.482749,government,tertiary,7026.094954,22520.547749,2135.65499,B
36,M,married,23.43,1,finance,tertiary,3791.18,31456.42,1342.56,None
301.773814,F,single,28.308066,0.18736,construct,tertiary,11026.778256,48190.511042,2676.842828,B
448,F,divorced,27.43,2,education,secondary,2035.53,11471.68,439.72,None
795.931078,F,married,36.487347,2.218369,legal,tertiary,9501.578029,28791.955608,4257.169822,A
205,F,married,26.39,1,manuf,secondary,1535.98,12060.32,796.67,A
251.050986,F,single,23.690865,0,legal,tertiary,12621.890229,17679.269015,3254.633526,B
671,M,married,38.35,0,manuf,secondary,2162.07,8888.64,808.41,None
208.675054,F,married,38.901193,1.005021,finance,postgrad,11144.236443,33679.604546,5385.109671,A
511,F,single,25.82,0,finance,postgrad,7689.36,33416.4,1990.2,None
82,F,married,39.88,0,manuf,secondary,3154.09,16423.29,748.04,None
458.761394,M,single,28.336821,0,IT,tertiary,6865.337555,13311.613537,1743.258743,B
323.510111,F,single,24.920206,0,legal,tertiary,7827.705551,27378.17092,2755.202246,B
561,F,divorced,25.4,0,manuf,postgrad,9358.84,22671.85,2623.8,None
895,M,single,40.84,0,medicine,secondary,3022.15,19926.25,1798.34,None
423.372405,M,single,21.738273,0,manuf,tertiary,4960.181232,23598.592733,1672.067647,B
255.351399,F,married,40.063034,1.004761,manuf,secondary,2382.524178,19712.167065,1389.289666,A
526,F,widowed,63.37,1,finance,postgrad,8904.19,42256.39,3002.36,None
315.69695,F,married,46.915754,1.933503,legal,tertiary,3196.380141,24089.919439,1641.061139,A
620,M,single,20.93,0,government,postgrad,9983.88,24035.64,2787.52,None
491.521046,F,single,20.299269,0,government,tertiary,7626.056416,22662.543581,2246.511416,B
282,F,single,43.63,0,education,secondary,1268.31,14855.89,684,None
724,M,married,41.02,1,legal,secondary,3803.47,20596.94,1690.89,None
654.705511,M,single,26.397556,0,manuf,tertiary,3768.50161,25266.963719,2482.951087,B
331.718315,F,married,40.045567,1.717069,legal,tertiary,3814.373264,24987.35274,2702.511412,A
830,F,single,28.25,0,education,tertiary,3884.28,33656.69,578.24,None
407.684259,F,married,44.164252,1.404355,construct,postgrad,7314.091061,12978.610441,1858.915709,A
323,M,divorced,39.76,4,IT,tertiary,7747.57,21820.13,2569.67,None
191.209774,F,single,20.686315,0,IT,secondary,2884.811088,10109.296605,768.934036,B
80,M,divorced,29.71,1,finance,tertiary,9646.94,32848.65,1905.73,B
253.960638,F,single,21.507217,0,IT,secondary,2856.607064,10041.321025,828.047949,B
226.315147,F,single,27.535192,0,construct,tertiary,10723.781854,51478.15153,3234.62297,B
971,M,single,27.63,0,manuf,secondary,2497.75,16218.84,457.62,None
751,F,single,27.66,0,finance,tertiary,3011.28,24418.57,3522.56,None
305.937073,F,single,29.135737,0.599689,construct,tertiary,11085.245131,47856.916468,2672.614218,B
879.030092,M,single,25.760154,0.122022,medicine,tertiary,11169.733078,30466.609202,2245.628995,B
398.423387,F,married,43.239892,2.082965,manuf,secondary,2225.887022,12546.256424,637.022408,A
226,F,married,41.04,1,manuf,secondary,3826.66,19680.21,752.83,None
863,F,single,26.78,0,manuf,secondary,2753.22,18800.92,413.78,None
139,M,single,21.62,0,finance,tertiary,6052.6,26303.88,2001.31,B
890.462738,F,married,44.14007,1.03016,finance,tertiary,7418.336745,22913.163361,1922.871728,A
173,F,married,43.92,1,government,secondary,2545.29,8967.41,915.71,None
305.835451,F,married,43.683414,1.157631,legal,postgrad,11093.345576,33018.255119,4008.072794,A
281,F,married,28.46,2,legal,secondary,3647.41,25342.83,2610.19,None
958.844594,F,married,63.473246,0.239859,government,tertiary,3861.245538,21908.305511,899.595518,A
247,M,widowed,65.3,1,retired,postgrad,2767.03,10176.98,1795.02,None
530.181951,M,married,35.490069,0.557287,manuf,secondary,4248.861608,8227.073127,1488.137645,A
143,M,divorced,46.15,2,legal,tertiary,6234.92,18363.03,3940.24,None
874.002612,F,single,26.532903,0,legal,tertiary,9199.310071,25797.789108,3414.285593,B
249,M,widowed,43.35,0,finance,secondary,1662.56,14508.79,1197.35,None
431.397719,F,single,24.783066,1.015506,government,tertiary,7020.882069,21651.685553,2394.519975,B
694,M,divorced,56.92,2,IT,tertiary,4981.25,22089.9,1953.66,None
689.939691,F,single,27.090344,0,legal,tertiary,8413.640634,26186.264758,2614.062311,B
449,F,married,56.83,1,finance,secondary,2371.89,21955.26,1614.6,None
834,M,married,36.26,2,education,tertiary,3923.37,35158.51,1012.62,None
507.63648,M,single,19.860548,0,manuf,tertiary,4939.366984,23249.788292,1493.446747,B
636,M,married,42.51,2,legal,secondary,2574.35,20220.65,828.49,None
351.661878,F,married,38.634231,2.063501,manuf,tertiary,4808.184565,32989.856682,1131.831397,A
143.936804,M,married,39.898282,1.345574,manuf,secondary,2968.141133,11421.674192,935.028816,A
60,F,divorced,44.99,3,IT,tertiary,7370.43,21856.57,2041.91,None
415.780718,F,single,24.253965,0.409846,legal,tertiary,6668.333241,27530.758986,3167.634671,B
391,M,married,59.58,0,education,secondary,2973.54,3234.87,1017.62,None
410.321374,F,single,27.727105,2.083482,legal,secondary,6633.113249,19486.783929,1756.33983,B
947,F,widowed,41.53,2,government,professional,9992.22,45693.93,3760.8,None
623.995645,F,married,39.726458,2,legal,tertiary,9138.763729,29809.097017,3563.545494,A
758.212121,F,married,26.482317,0.426168,IT,tertiary,9438.03569,25330.456104,1563.520746,A
277.56522,M,married,39.846976,1.59781,manuf,secondary,3127.874861,10437.241403,1159.464209,A
630.897267,F,married,30.692366,1.478906,manuf,tertiary,3813.290695,34199.384383,1793.351984,A
421.310336,M,married,36.080385,2.780411,government,tertiary,4805.870538,22507.010309,2416.109717,A
691.646189,F,married,45.799815,0.857579,construct,postgrad,8884.812862,14085.657501,2118.737483,A
822.045311,F,married,45.691335,1.302821,manuf,secondary,2538.816539,18175.362725,1056.517446,A
383.905934,M,single,28.495351,0,IT,tertiary,6655.378276,12974.904037,1778.44814,B
390,F,single,45.12,0,government,secondary,2441.51,14167.96,924.49,None
152,F,widowed,60.08,0,government,postgrad,8446.99,14132.2,1077.38,None
544.50603,F,single,23.316188,0,education,secondary,2161.233487,16692.802932,572.191208,B
689.911152,F,single,25.732503,0.451737,construct,tertiary,11186.454248,37165.286252,1704.594097,B
954,F,widowed,63.38,0,education,secondary,2250.01,16508.32,859.39,None
715.621085,F,married,45.546764,2,legal,tertiary,2711.755529,28287.383201,1448.036927,A
59.432788,F,married,48.622835,1.954931,manuf,secondary,4812.31121,14076.362629,1627.174949,A
698.119485,F,single,25.161399,0,education,secondary,2532.289595,16688.172009,527.519529,B
712.651338,M,single,25.465179,0,manuf,tertiary,3031.364139,24221.000325,2492.332769,B
786,F,widowed,62.6,1,manuf,tertiary,4996.87,26322.34,1427.11,None
359,F,divorced,70.1,1,retired,secondary,1833.28,16831.52,924.95,None
220,M,married,38.32,4,finance,secondary,2834.5,13840.58,1621.68,A
269,M,married,23.99,3,construct,professional,3233.24,20215.56,1121.44,None
423,M,single,18.13,0,education,tertiary,2349.42,9989.01,1007.41,None
355,F,married,50.18,0,finance,secondary,511.38,7457.52,1153.44,None
446,M,divorced,41.72,2,government,tertiary,2485.13,23438.27,1462.45,None
906,F,married,50.13,2,government,tertiary,2601.39,27161.11,1472.24,A
460.058841,F,married,39.180631,2,manuf,tertiary,3435.083027,15867.012212,1078.785781,A
185.50394,F,married,40.531107,1.888171,legal,tertiary,3666.678559,24850.444549,2425.451926,A
668.232881,M,single,23.789354,0,medicine,tertiary,11200.732414,29404.901402,2149.489586,B
763.45288,M,single,21.094945,0,manuf,tertiary,4593.70773,24496.608693,2217.20143,B
29,F,single,44.43,0,medicine,tertiary,7058.44,41237.96,3912.06,None
137.355417,F,single,22.851506,0,IT,secondary,3225.454021,10364.270583,652.326355,B
309,M,widowed,50.85,4,manuf,postgrad,9310.84,25973.99,2505.14,None
457.618391,F,married,48.555849,0.447343,construct,postgrad,8152.595264,42060.303111,2712.042923,A
633.78959,F,married,56.745493,1,IT,secondary,931.115583,23376.304063,1943.768752,A
16,F,married,40,1,manuf,tertiary,7167.15,15068.04,1748.94,None
753.001773,F,single,27.504765,0,legal,tertiary,6194.830939,25952.098348,2701.271879,B
98,F,married,51.22,4,government,tertiary,5259.4,19997,2231.66,None
765,F,married,26.73,2,IT,postgrad,10538.86,29376.14,4191.19,A
640,M,divorced,25.17,2,finance,tertiary,5477.83,22224.64,2056.67,None
662.015545,M,single,26.051628,0,manuf,tertiary,3997.588226,25118.267687,2482.781549,B
379.807278,M,married,39.3766,2,manuf,secondary,4153.901151,15554.364141,1018.993844,A
459.744059,F,married,30.102268,1.00778,legal,tertiary,10347.441952,29986.663253,2853.298994,A
437.991615,F,married,35.942231,1.721924,legal,tertiary,3121.146511,31776.764627,2349.563452,A
526.034029,F,married,22.698849,0.365306,medicine,tertiary,2971.169152,16984.44313,2073.28155,A
956,M,single,27.84,0,manuf,professional,12355.92,40883.6,2952.64,None
126,M,single,26.66,0,manuf,professional,8650.53,10467.77,3871.36,None
237,F,widowed,80.8,0,retired,postgrad,4001.88,28406.52,1328.02,None
965,M,divorced,60.78,3,finance,secondary,1031.51,16002.24,2043.92,None
807,F,single,24.42,0,legal,tertiary,11936.89,38085.24,1634.73,B
711.407155,F,married,40.69629,2.004285,manuf,secondary,2735.833041,18676.660761,1194.963491,A
221,F,married,64.08,0,government,tertiary,3532.75,24530.75,1575.74,None
673,M,married,26.59,0,legal,secondary,2464.51,20019.82,1554.69,None
712.395542,F,single,27.263921,0,legal,tertiary,7693.565008,26145.154214,2628.490449,B
338.141574,M,married,62.531489,0.799353,retired,secondary,2084.362638,9859.802111,784.639793,A
310,F,married,42.4,0,government,tertiary,5188.82,20342.63,1445.37,None
998,M,married,42.04,0,manuf,secondary,3377.81,14205.2,652.55,None
